,name,authors,translator,broadcaster,price,publisher,date,language,vol,description,category,cover_loc
10, همه‌ی افتادگان,ساموئل بکت,مراد فرهادپور  ،                                                                                                             مهدی نوید,آرمان سلطان‌زاده  ،                                                                                                             مریم پاک‌ذات  ،                                                                                                             مهدی صفری,"۱۹,۰۰۰ ",آوانامه,۱۴۰۰/۰۵/۲۶, فارسی," 123.86 
                        ","
                                    - بکت و تئاتر معناباختگی:
«ساموئل بارکلی بکت» سال ۱۹۰۶ در دوبلین ایرلند متولد شد. او تا سنین جوانی میان فرانسه و ایرلند در رفت‌وآمد بود. اما از سال ۱۹۳۲ تا پایان عمرش در پاریس بود و بیشتر آثارش را برای نخستین بار به زبان فرانسوی منتشر کرد. آثار درخشان بکت در حوزه‌های نمایش و داستان بسیار پرتعدادند. اما بخش عمده‌ی شهرت بکت به نمایش «در انتظار گودو» برمی‌گردد. نمایشی که اجرای آن در سال ۱۹۵۳، انقلابی در تئاتر محسوب می‌شود و اصطلاح «تئاتر معناباختگی» یا «Absurd» نخستین بار برای توصیف این نمایش ایجاد شد. پس از بکت، نمایشنامه‌نویسان مطرحی چون «اوژن یونسکو»، «ژان ژنه» و «هارولد پینتر» هم در این سبک آثار مهمی خلق کردند؛ اما تئاتر معناباختگی تا همیشه بیش از همه، نام بکت را در ذهن تداعی خواهد کرد. ساموئل بکت در سال ۱۹۶۹ به جهت «نوشته‌هایش در قالب رمان و نمایش که در فقر معنوی انسان امروزی، فرارَوی و عروج او را می‌جوید»، جایزه‌ی نوبل ادبیات را دریافت کرد. او سرانجام سال ۱۹۸۹ در ۸۳ سالگی درگذشت و در پاریس دفن شد.

- روایتی از استیصال آدمی:
ساموئل بکت «همه‌ی افتادگان» را سال ۱۹۵۷ به سفارش بی‌بی‌سی و برای پخش از رادیو نوشت. شخصیت اصلی داستان، زنی هفتاد ساله به نام «مدی رونی» است که برای استقبال از همسر نابینایش به سمت ایستگاهِ راه‌آهن در حرکت است و بین راه ماجراهایی را با دیگر ساکنان روستا از سرمی‌گذراند که هرکدام از این خرده‌روایت‌ها، طرحی از استیصال و ناتوانی آدمی را در این جهان به نمایش می‌گذارند. ویژگی برجسته‌ی تمامی شخصیت‌های همه‌ی افتادگان آن است که در دنیای معناباخته‌شان همچنان به زندگی و تحمل سختی‌ها ادامه می‌دهند؛ دنیایی که مرگ پیش‌پاافتاده‌ترین اتفاق آن است. بکت همچون دیگر آثارش، دائما مخاطب را با تصاویری از دنیایی مرگ‌زده مواجه می‌کند و مفهوم مرگ و زندگی بارها در پوشش نمادها و با نمودهای گوناگون بیان می‌شوند.

- ما تنهاییم؛ کسی برای پرسش نیست:
در کنار مرگ و استیصال، یکی از مفاهیم اصلی نمایش «همه‌ی افتادگان» بیگانگی است. آدم‌های بکت که از طرفی هرکدام اندوه و دردی برای خود دارند و به‌نوعی هم‌درد هم محسوب می‌شوند، با یکدیگر بیگانه‌اند و هریک در درد خود تنهاست. اما این بیگانگی به روابط میان شخصیت‌ها محدود نمی‌شود. آن‌ها در این دنیا و با این سیاره هم بیگانه‌اند و کسی را نمی‌یابند که معنایی را برای حیاتشان یادآور شود. در جستجوی کسی هستند که دست افتادگان را بگیرد و بلندشان کند، اما انگار همیشه در انتظار «گودو»یی بوده‌اند که هرگز نخواهد آمد و مَثَل کسی را می‌مانند که پیش از تولد مرده ‌است؛ چون فلاکتی بدیهی که در نطفه خفه شده باشد.

- صدای افتادگان:
نمایش صوتی «همه‌ی افتادگان» اثر ارزشمند «ساموئل بکت» نتیجه‌ی نخستین همکاری نشر صوتی آوانامه و «نشر نی» است. ترجمه‌ی اثر بر عهده‌ی «مراد فرهادپور» و «مهدی نوید» بوده و در نسخه‌ی صوتی آن «مریم پاک‌ذات»، «آرمان سلطان‌زاده»، «مهدی صفری»، «ایمان رئیسی»، «هنگامه غریبی» و «ماهتینار احمدی» به نقش‌آفرینی پرداخته‌اند. کارگردانی نمایش برعهده‌ی «آرمان سلطان‌زاده» بوده و تدوین و فضاسازی آن را «محمد حنیفه» انجام داده است.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/118640_20591_normal.jpg
11, نمایش‌نامه نوای اسرارآمیز,اریک امانوئل اشمیت,شهلا حائری,شاهین علائی‌نژاد  ،                                                                                                             محمدرضا چاپاریان,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۳/۱۸, فارسی," 112.68 
                        ","
                                      کتاب صوتی «نوای اسرارآمیز» نوشته اریک امانوئل اشمیت، نمایشنامه‌نویس و فیلسوف فرانسوی‌ست. این کتاب با ترجمه شهلا حائری و خوانش شاهین علایی‌نژاد و محمدرضا چاپاریان منتشر شده است. داستان درباب رابطه مرموز دو نویسنده است. لارسن، روزنامه‌نگار قلابی و زنورکو، برنده جایزه نوبل ادبیات، که در جزیره‌ای دورافتاده و عزلتی خودخواسته زندگی می‌کند. 
ملاقات این دو منجر به گفتگو درباره آخرین کتاب نویسنده، عشق ناگفته، می‌شود تا در نهایت به بررسی کشف راز دلباختگی (یا به تعبیری عشق) از دو دیدگاه دو مرد پی می‌بریم.
اما این دیدار کوتاه، به‌سرعت، به جدل بی‌رحمانه‌ای منجر می‌شود که هر کدام از دو شخصیت تلاش می‌کنند تا به حقیقت ماجرا پی ببرند. 
نوشته‌های اریک امانوئل اشمیت با سبک شگفت‌انگیز خاص خود هر لحظه خواننده را غافلگیر می‌کند تا از ورای این ماجرای ساده و در عین‌حال حیرت‌انگیز زیر و بم‌های احساسات بشری و رموز دلباختگی را بر ما آشکار کند.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/90832_69907_normal.jpg
12, ایده‌های ناب در هنر نقاشی,"محمد جولایی تهرانی  ،                                                                                             
موسی زمان‌زاده‌دربان",None,حدیثه حیدری,"۷,۰۰۰ ",شکیب,۱۳۹۹/۰۹/۱۵, فارسی," 62.45 
                        ","
                                    کتاب صوتی ایده‌های ناب در هنر نقاشی! نوشته‌ی موسی زمان زاده دربان و محمد جولایی تهرانی به ما ترفندهایی در خصوص هنر نقاشی می‌آموزد.
به شما کمک می‌کند تا ترفندها، ریز و بم هنر نقاشی را بهتر فرا بگیرید. امروزه هنر متاثر از حاشیه‌های جامعه‌ی خود است و هر روز که پیش می‌رویم جایگاه ویژه‌ی آن را به وضوح می‌بینیم، هنر از قدیم در میان مردم به‌ چشم می‌خورد و آن را می‌توان در تصاویر صخره‌های غارها، کنده کاری روی استخوان‌ها در دوران‌های پارینه سنگی، نوسنگی، مفرغ و... به وضوح دید.
هنرمندانی که نادر هستند گذشت زمان نمی تواند اسم آنها را محو کند، چرا که هنرمند در میان هیجانات و تجربیات ذوق و خلاقیت، خود را آنچنان زنده نگه داشته است که تا به همیشه اثر او که از تراوش ذهن اوست را حس می کنند و تحت تاثیر قرار می‌گیرند و این گونه است فرق یک هنرمند با دیگران.

«قلندران حقیقت به نیم جو نخرند
قبای اطلسی آن کس که از هنر عاریست»
حافظ، غزل/ ۶۶                                                                    ",نقاشی,https://newcdn.fidibo.com/images/books/109418_84734_normal.jpg
13, دایی وانیا,آنتوان چخوف,هوشنگ پیرنظر,مهدی تقی پور  ،                                                                                                             مهدی جوانمردی  ،                                                                                                             میلاد فتوحی,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۵/۲۸, فارسی," 104.86 
                        ","
                                    «دایی وانیا» نمایشنامه‌ای از آنتوان چخوف، نویسنده برجسته روسی، است که نخستین بار در سال ۱۸۹۹ میلادی منتشر شد. و یکی از برجسته‌ترین نمایشنامه‌ها محسوب می‌شود که در آن ماجراهای اقتصادی و عاشقانه بسیاری در یک خانواده روسی رخ می‌دهد و سرانجام شرایط هر یک از آن‌ها را دچار دگرگونی می‌کند. چخوف خود این نمایشنامه را «صحنه‌هایی از زندگی روستایی» توصیف می‌کند. در نمایشنامه‌های چخوف زندگی واقعی که در همدردی و تساهل و کار مفید و شخصیت جدی جلوه گر است در مقابل زندگی توخالی که با خشونت و خودفریبی و ملال و ابتذال همراه است قرار می‌گیرد.قهرمان‌های آثر چخوف زندگی خود را یا با پنهان کردن حقیقت دردناک در پشت خیالپردازی‌ها و توجیه‌های گوناگون و یا با غرقه کردن خود در کارهای پوچ و مبتذل روزانه برباد می‌دهند.
قهرمان‌های «دایی وانیا» به دوگروه، آن‌هایی که کار می‌کنند و آن‌هایی که بیکاره‌اند، تقسیم می‌شوند، ولی هر دو گروه به یک نسبت مأیوس و سرخورده‌اند.
پروفسور سربریاکوف، دانشمندی میان‌مایه و متظاهر، سال‌هاست که با جان کندن دخترش سونیا و برادرزنش ایوان (دایی وانیا) که اداره ملکی را که از زن مرحومش به میراث برده به عهده دارند، زندگی بی‌دغدغه‌ای را می‌گذراند. سربریاکوف حالا با یلنا، دختر جوانی که مجذوب شهرت او شده، ازدواج کرده است. بی‌قراری یلنا و خودخواهی سربریاکوف کار اداره ملک را مختل می‌کند و این اوضاع متشنج وقتی به اوج خود می‌رسد که سربریاکوف اعلام می‌کند می‌خواهد ملکش را بفروشد و در شهر زندگی کند. پس از آن است که اتفاقاتی سلسله‌وار پیش می‌آید و شرایط به گونه‌ی دیگری پیش می‌رود. 
کتاب صوتی «دایی وانیا» با ترجمه هوشنگ پیرنظر و خوانش جمعی از گویندگان منتشر شده است.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/92781_78480_normal.jpg
14, شوکا,آشا محرابی,None,آشا محرابی,"۲۰,۰۰۰ ",واوخوان,۱۴۰۰/۰۵/۰۳, فارسی," 84.75 
                        ","
                                    سکانس اول:

روز/خارجی/خیابان 

نادر و شوکا (چادریست) از محضر بیرون می‌آیند. صدای بوق ماشین‌ها. شوکا گیج است اما نادر بسیار پر انرژی. از خیابان شلوغ داخل کوچه‌ای خلوت می‌پیچند. 

نادر: خدا رو هزار مرتبه شکر...بدون حرف پیش، انگار گرفتاری‌هامون داره تموم میشه (متوجه حالت غیر عادی شوکا می‌شود) تو خوبی؟! 

شوکا: (مردد) خوبم.                                                                    ",فیلمنامه,https://newcdn.fidibo.com/images/books/117641_45484_normal.jpg
15, نمایش‌نامه خیانت انیشتین,اریک امانوئل اشمیت,شهلا حائری,شاهین علائی‌نژاد  ،                                                                                                             فیروز حیدرزاده  ،                                                                                                             محمدرضا چاپاریان,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۷/۰۳/۱۷, فارسی," 99.54 
                        ","
                                    کتاب صوتی «خیانت اینشتین» نمایشنامه‌ای به قلم اریک امانوئل اشمیت، نمایشنامه‌نویس فرانسوی است که آثار او در کشور ما طرفداران بسیاری دارد. نمایشنامه‌ای که شهلا حائیری آن را ترجمه کرده و با صدای شاهین علایی‌نژاد، محمدرضا چاپاریان و فیروز حیدذزاده منتشر شده است. این نمایشنامه اثری‌ست در گونه کمدی که شرح دغدغه‌های ذهنی نابغه‌‌ای را که در کشمکشی درونی  با وجدان خویش گرفتار شده و در معرض امتحانی اخلاقی قرار گرفته را به نمایش می‌گذارد. او برخلاف میل خود موفق به اختراعی شده است که در واقع ماشین نابودی جهان محسوب می شود.

در سواحل دریاچه‌ای در نیوجرسی، در آمریکا دو مرد با یکدیگر روبه‌رو می‌شوند. یکی ولگرد منزوی است که پسرش در جنگ جان باخته و دیگری آلبرت انینشتین، دانشمند صلح‌طلب و برنده‌ی جایزه نوبل فیزیک. این دو با یکدیگر پیوند دوستی می‌بندند و اینشتین راز دلش را با او در میان می‌گذارد. 

در این دیدار، اینشتین از وضعیت دشوار خود می گوید که به‌عنوان فعال صلح از نتایج وحشتناک فعالیت‌های نظری خود آگاه است و از تولید اولین بمب اتمی به‌دست هیتلر و نازی‌ها می‌ترسد. از سوی دیگر خبردار کردن رقبای سیاسی آلمان که خیانت به کشورش نیز محسوب می شود، می‌تواند به نتایجی مشابه ختم شود. اینجاست که باورهای اینشتین به چالش کشیده می‌شود تا بیندیشد که به بشر خدمت کرده یا خیانت؟
در این نمایشنامه، اریک امانوئل اشمیت، با زیرکی و طنز، نبرد اخلاقی و درونی دانشمند نابغه را به تصویر می‌کشد. از دوستی و مهر و انسان‌دوستی می‌گوید، از سرنوشت بشری و انسان‌هایی که تاریخ را رقم می‌زنند.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/90811_61187_normal.jpg
16,پادکست ابدیت و یک,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۷/۱۱/۰۷, فارسی," 21.98 
                        ","
                                     در نخستین برنامه از مجموعه پادکست‌های «ابدیت و یک روز» جدا از معرفی و توضیح چرایی راه‌اندازی این مجموعه، به بهانه نمایش عمومی و فراگیر فیلم‌‌هایی همچون «آدم‌های ایکس: آخرالزمان»، «کاپیتان آمریکا: جنگ داخلی»، «بتمن علیه سوپرمن: سپیده دم عدالت» و... و همچنین در آستانه نمایش عمومی فیلم «Suicide Squad» در سال جدید میلادی، نگاهی آسیب شناسانه‌ای داشتیم به اقتباس‌های سینمایی که از کمیک بوک‌ها و به خصوص زیرگونه ابرقهرمان‌ها صورت گرفته است. مهمان این برنامه آقای «مانا نیستانی» از سینما دوستان خبره‌ای هستند که جدا از توانمندی‌شان در عرصه طراحی و کاریکاتور، در اینجا نیز موشکافانه ما را با نگاه‌های انتقادی‌شان در برخورد با این فیلم‌ها و اقتباس‌ها همراهی کرده‌اند.                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/80590_37239_normal.jpg
17,پادکست ۵  موزیک برتر,امیرحسین میرزایی,None,امیرحسین میرزایی,None,دیجی‌کالا مگ,۱۳۹۶/۰۳/۰۶, فارسی," 32.4 
                        ","
                                     به مناسبت شروع پخش فصل سوم سریال بزرگ و معروف Twin Peaks، تصمیم گرفتیم تا در قالب قسمت تازه‌ای از مجموعه پادکست‌های ۵ موزیک برتر، به سراغ آهنگساز بیشتر فیلم‌های «دیوید لینچ» (David Lynch) برویم. «آنجلو بادالامنتی» (Angelo Badalamenti)، آهنگسازی فیلم‌های زیادی را بر عهده داشته و به ساخت موسیقی‌هایی که اتمسفر خاصی به صحنه‌ها می‌دهند، مشهور است.

پیشنهاد می‌کنیم به پاین قسمت از پادکست ۵ موزیک برتر ما گوش کنید و با موسیقی آنجلو بادالامنتی و به خصوص موسیقی فیلم‌های دیوید لینچ، بیشتر آشنا شوید.                                                                    ",دیجی کالا مگ,https://newcdn.fidibo.com/images/books/78415_42480_normal.jpg
18,پادکست گروه هنری تاپ آرت,آگوست استریندبرگ,جواد عاطفه,شکیبا علی قنبری  ،                                                                                                             محسن زحمت‌کش  ،                                                                                                             نازی دشتکیان,None, هنری تاپ آرت,۱۳۹۷/۰۸/۲۶, فارسی," 46.21 
                        ","
                                    پلیکان پرنده‌ای اسطوره‌ای است که از گوشت و خون خودش به جوجه‌هایش غذا می‌دهد. داستان مربوط به خانواده‌ای است که پدر به تازگی فوت کرده و مادر خانواده به نام الیزه که راحتی و آسایش خود را به فرزندانش ترجیح می‌دهد به همراه معشوقه‌اش اَکسِل نقشه برای تصرف ارث و میراث خانوادگی کشیدند. اکسل با حیله‌ی ازدواج با دخترش گِردا وارد خانواده شده اما در ابتدای داستان فردریک فرزند دوم خانواده که رشته حقوق می‌خواند و رابطه‌ی خوبی با پدرش داشت کم و بیش از ماجراهای پس پرده با خبر است. در ابتدا خدمتکار خانه که شاهد تمام ظلم‌هایی که الیزه در حق خانه و خانواده داشته بود حقایق را برملا می‌کند و با دلخوری و کینه خانه را ترک می‌کند و اما ادامه داستان ....                                                                    ",گروه هنری تاپ آرت,https://newcdn.fidibo.com/images/books/84746_90125_normal.jpg
19,پادکس,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۲/۲۶, فارسی," 15.15 
                        ","
                                    یکی از معروف‌ترین عکس‌های پرتره جهان، عکسی است که آلبرت انیشتین، معروف‌ترین شخصیت علمی جهان و برنده نوبل فیزیک، زبانش را تا روی چانه‌اش بیرون آورده است. این عکس که به “عکس زبان انیشتین” مشهور است، آنقدر عجیب و دور از ذهن است که بسیاری از مردم باور نمی‌کنند ممکن است واقعا خود انیشتین این کار را کرده باشد و بیشتر از یک عکس واقعی، شبیه به یک عکس مسخره یا فتوشاپی است.
جالب است بدانید عمر این عکس به خیلی سال‌ها قبل برمی‌گردد. به آخرین سال‌های زندگی انیشتین که نه تنها فتوشاپی در کار نبود، بلکه این شخصیت علمی در صحت کامل عقلی به سر می‌برد. این عکس، معروف‌ترین عکس تاریخ علم هستش و سال‌های سال به عنوان یک نماد از دنیای علم فیزیک، توی راهرو‌های دانشکده‌ها و بالای سر هیات‌های علمی فیزیک و روی جلد مجله‌های علمی مختلف قرار گرفته است. اما پیش از اینکه درباره عکاس این عکس بدانیم، باید بفهمیم که اصلا چرا انیشتن چنین ادایی از خودش درآورده و چطور راضی شده تا چنین عکسی از او منتشر شود؟ عکسی که بعد از ۷۰ سال در یک حراجی، با قیمت ۱۲۵ هزار دلار به فروش رفت و امضای انیشتین در زیر آن وجود دارد.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83084_86726_normal.jpg
20, کارگاه پیشرفته فیلمسازی با فیلمسازان بزرگ,لوران تيرار,صوفيا نصرالهی,کامبیز خلیلی  ،                                                                                                             هوتن شاطری‌پور,"۳۱,۰۰۰ ", کتاب‌سرای نیک,۱۳۹۹/۰۸/۱۵, فارسی," 543.57 
                        ","
                                    «خواندن گفت‌وگوهایی تا این حد مستقیم درباره فیلمسازی با اساتید این فن چه لذتی داشت. هر گفت‌وگو با بصیرت و البته صداقت پیراسته شده است.» «همه فیلمسازان با سوال‌های مشابهی مواجه می‌شوند و هر کدام روش خودش را برای پاسخ دادن به سوالات دارد. همین باعث می‌شود که این «کارگاه‌های پیشرفته فیلمسازی» تا این حد ارزشمند باشند.» «فیلمسازان مثل آشپزها هستند و این کتاب دستورالعمل‌های سری و محرمانه هر کدام از آن‌ها است.»                                                                    ",دور تا دور دنیا نمایشنامه,https://newcdn.fidibo.com/images/books/105571_87426_normal.jpg
21, بله و نه,گراهام گرین,مهتاب کلانتری,رضا عمرانی,"۱۵,۰۰۰ ",ماه آوا,۱۳۹۶/۰۵/۱۵, فارسی," 29.03 
                        ","
                                    بازیگر جوانی برای گرفتن نقش کوچکی در تئاتر نزد کارگردان صاحب نام و پرمدعایی می‌رود.کارگردان درباره نقش بازیگر برای او تحلیل‌های مبسوطی می‌کند در حالی که براساس متن نمایش،دیالوگ‌های بازیگر صرفا /بله ونه/می‌باشد.                                                                    ",هنر,https://newcdn.fidibo.com/images/books/83415_67183_normal.jpg
22, پزشک پوشالی,چارلز دیزنزو,هوشنگ حسامی,رضا عمرانی,"۱۵,۰۰۰ ",ماه آوا,۱۳۹۷/۰۸/۱۵, فارسی," 38.55 
                        ","
                                    در این نمایش کمدی با دو شخصیت کاملا متفاوت روبرو هستیم.دکتر فرانک،که مردی میانسال است و بطور غیرقانونی کار طبابت میکند و دیگری آنتونی،جوانی بیست و سه چهار ساله که بدون اطلاع از پیشینه دکتر فرانک نزد او می‌آید.آنتونی که از نوعی اختلال روانی رنج میبرد ابتدا با اعتماد کامل خود را به دکتر فرانک می‌سپارد اما رفته رفته و در طی مداوا وضعیت مضحک و خنده آوری بین این دو مرد شکل می‌گیرد که نهایتا به درگیری می‌انجامد.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/83220_73097_normal.jpg
23,پادکست رادیو صدای زمین,رادیو صدای زمین,None,اسماعیل باستانی  ،                                                                                                             شاهین شرافتی,None,رادیو صدای زمین,۱۳۹۸/۰۲/۲۹, فارسی," 55.81 
                        ","
                                    دوست داشتین جای چه کسی و چه نقشی بازی می‌کردید؟

این پادکست تقدیم به کمدین سال‌های دور، ""جری لویس"" ، کسی که خوش قلب زندگی کرد.                                                                    ",رادیو صدای زمین,https://newcdn.fidibo.com/images/books/84042_89766_normal.jpg
24,پادکست,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۲/۱۹, فارسی," 20.27 
                        ","
                                    در بین تمام عکس‌هایی که از وینستون چرچیل نخست‌وزیر فقید انگلستان به یادگار باقی مانده است، تنها یک عکس هست که به‌عنوان بهترین پرتره او و به‌عنوان مهم‌ترین عکس پرتره تمام تاریخ شناخته می‌شود. عکسی که یک عکاس افسانه‌ای پرتره، از یکی از بزرگ‌ترین سیاستمداران جهان، در یکی از پرتنش‌ترین روز‌های قرن بیستم گرفته شده و تبدیل به نماد برتری بریتانیا، در برابر آلمان شناخته می‌شود. عکسی از چرچیل که به واسطه آن، یوسف کارش، که پیش از آن تنها یک عکاس خوب بود، به مهم‌ترین عکاس پرتره جهان تبدیل شد و سال‌های سال نام او را در دنیای عکاسی به‌عنوان یک قهرمان ثبت کرد.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83085_60905_normal.jpg
25,پادکست پاپریکا,پاپریکا,None,طه حسینی نژاد,None,پاپریکا,۱۳۹۷/۰۴/۱۱, فارسی," 28.82 
                        ","
                                    علی نصیریان بازیگر با سابقه‌ی سینما و تئاتر ایران تجربیات بیش از ۶۰ سال فعالیت هنری خود را در این اپیزود پادکست پاپریکا در اختیار هنرجویان قرار می‌دهد.
در این اپیزود از علی نصیریان درباره‌ی اهمیت تمرین و خودسازی بازیگر در پیشرفت او، همکاری و ارتباط سازنده و … می‌شنویم.
آقای هالو، گاو، کفش‌های میرزا نوروز، شیر سنگی، ناخدا خورشید، هزاردستان، سال‌های خاکستری، بوی پیراهن یوسف، میوه ممنوعه و شهرزاد از آثار شاخص وی می‌باشد.                                                                    ",کتاب‌صوتی,https://newcdn.fidibo.com/images/books/82060_53571_normal.jpg
26, مراسم قطع دست در اسپوکن,مارتین مک‌دونا,بهرنگ رجبی,آرمان سلطان‌زاده  ،                                                                                                             کامیار محبی  ،                                                                                                             گروه گویندگان,"۲۲,۰۰۰ ",آوانامه,۱۴۰۰/۰۴/۰۸, فارسی," 169.98 
                        ","
                                    - از تقلا برای ورود به عرصه‌ی هنر تا نشستن در صدر:
مارتین مک‌دونا سال ۱۹۷۰ در لندن متولد شد. در سنین نوجوانی تصمیم گرفت نویسنده شود و درس را رها کرد. در همان سال‌ها، چندین و چند قصه و طرح فیلمنامه نوشت؛ اما همه‌شان با شکست مواجه شدند. به همین خاطر، به نمایشنامه‌نویسی رو آورد و در مدتی کوتاه، چند نمایشنامه‌ی قابل توجه نوشت. «مرد بالشی»، «ملکه‌ی زیبای لینین»، «چلاق آینیشمان» و «مراسم قطع دست در اسپوکن» تنها چند مورد از نمایشنامه‌های درخشان مک‌دونا هستند. مارتین مک‌‎دونا، علاوه بر تئاتر و نمایش، در سینما هم تجارب خوبی دارد: «در بروژ»، «هفت روانی» و «سه بیلبورد خارج از ابینگ، میزوری» سه فیلم موفق او هستند. مارتین مک‌دونا را می‌توان یکی از بهترین نمایشنامه‌نویسان عصر حاضر قلمداد کرد.

- خیلی پست فطرتیه، نه؟ که یه کسی با دست خودت باهات بای بای کنه؟
مک‌دونا «مراسم قطع دست در اسپوکن» را در سال ۲۰۱۰ نوشت. در همان سال هم در برادوی با بازی هنرپیشه‌های مطرحی چون «کریستوفر واکن»، «سم راکوِل»، «آنتونی مکی» و «زویی کازان» به روی صحنه رفت و واکنش‌های مثبتی را به دنبال داشت. این نمایش، روایتگر داستان مردی چهل و چند ساله به نام «کارمایکل» است که عده‌ای در نوجوانی دستش را قطع کرده‌اند و از آن پس، یک هدف را در زندگی دنبال کرده است: پیدا کردن دست قطع‌شده‌اش! دستی که زمانی جزئی از او بوده و حالا، سال‌هاست که تلاش برای یافتنش، کارمایکل را به موجودی بی‌رحم و عجیب بدل کرده است. ماجرا از جایی اوج می‌گیرد که زوجی به نام‌های «توبی» و «مریلین» ادعا می‌کنند دست کذایی را پیدا کرده‌اند و برای فروش آن با کارمایکل وارد مذاکره می‌شوند.

- طنز موقعیت با پس‌زمینه‌ی سیاه:
فضای «مراسم قطع دست در اسپوکن»، مانند تمام کارهای مک‌دونا تاریک است. اما یکی از هنرهای او، خلق موقعیت‌های طنزگونه و کنایه‌آمیز از ساده‌ترین اتفاقات با سرراست‎‌ترین دیالوگ‌هاست؛ حتی از اتفاقات و موضوعاتی که ظاهری تلخ و گزنده دارند. از خلال همین دیالوگ‌های به‌ظاهر ساده است که مک‌دونا، حرف‌هایش را می‌زند؛ از آن‌چه تحقیر بر سر آدم می‌آورد، می‌گوید و کارهایی که هنگام تقلا برای بقا از انسان سر می‌زند. مارتین مک‎‌دونا، در «مراسم قطع دست در اسپوکن» به بهترین نحو موقعیت‌های دراماتیک و کمیک را کنار هم چیده و با بیانی سهل و ممتنع، روایتی پرکشش و جذاب را رقم زده است.

- نمایش صوتی مراسم قطع دست در اسپوکن:
نشر صوتی آوانامه، نسخه‌ی صوتی نمایش «مراسم قطع دست در اسپوکن» را با نقش‌آفرینی «کامیار محبی»، «امید تقوی»، «سحر بیرانوند» و «آرمان سلطان‌زاده» تهیه و تولید نموده است. تدوین و فضاسازی اثر برعهده‌ی «محمد ابویی» بوده و «آرمان سلطان‌زاده» نمایش را کارگردانی کرده است. این نمایش حاصل همکاری آوانامه و «انتشارات بیدگل» است و ترجمه‌ی آن را «بهرنگ رجبی» انجام داده است.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/116597_60617_normal.jpg
27,پادکست دیج ایمیج,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۱۲/۱۵, فارسی," 23.63 
                        ","
                                    نزدیک به ۸۰ سال از عمر یک عکس می‌گذرد. عکسی که در آن، یک مرد، در میان دریایی از نازی های آلمانی ایستاد و در مقابل رهبر آلمان‌ها یعنی هیتلر، ادای احترام نکرد. در سال ۱۹۳۶، وقتی یک کشتی که تازه ساخته شده بود در بندر هامبورگ آلمان به آب انداخته شد، رهبر آلمان‌ها یعنی هیتلر، در آن مراسم شرکت کرد و تصویری در آنجا ثبت شد که نشان می‌دهد یک نفر از میان ده‌ها هزار آلمانی، با دست‌هایی که بر روی سینه خود گره زده است، ایستاده و با عصبانیت و بدون احترام، در مقابل این رهبر خودنمایی می‌کند. این تصویر سال‌ها بعد به عنوان نماد مقاومت در برابر نازی‌ها شناخته شد و مردی که در آن تصویر مشخص بود، August Landmesser نام دارد. در این پادکست، داستان August را می‌شنویم. آنچه که بود و آنچه که شد.

روایتی منحصر بفرد از امیر یاری درباره یکی از ماندگارترین عکس‌های تاریخ                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/88283_17908_normal.jpg
28, کوری,ژوزه ساراماگو,کاملیا کریمی,محمد مقدسی  ،                                                                                                             محمدرضا لاکچی  ،                                                                                                             نیلوفر رحمانی,"۱۷,۰۰۰ ",موسسه فرهنگی هنری جام سبز,۱۴۰۰/۰۲/۰۷, فارسی," 234.58 
                        ","
                                    داستان از ترافیکِ یک چهارراه آغاز می‌شود. رانندهٔ اتومبیلی به‌ناگاه دچار کوری می‌گردد. به فاصلهٔ اندکی، افراد دیگری که همگی از بیماران یک چشم‌پزشک‌اند، دچار کوری می‌شوند. پزشک با معاینهٔ چشم آن‌ها درمی‌یابد که چشم این افراد به‌طور کامل سالم است، اما آن‌ها هیچ‌چیز نمی‌بینند. جالب آن است که برخلاف بیماری کوری، که همه‌چیز سیاه است، تمامی این افراد دچار دیدی سفید می‌شوند.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/113485_23311_normal.jpg
