,name,authors,translator,price,publisher,price_printed,date,language,vol,pages,isbn,description,category,cover_loc
10,باشگاه پنج صبحی,رابین شارما,رضا اسکندری آذر,"۲۵,۰۰۰ ", نون," ۷۵,۰۰۰ ",۱۳۹۸/۰۱/۱۵, فارسی," 3.17 
                        "," ۳۵۲ 
                            ",978-622-6652-17-9,سحرخیزی نه‌تنها در این روزگار پرمشغله حائز اهمیت است بلکه از دیرباز از سوی بزرگان و افراد موفق گوشزد شده است. ضرب‌المثل «سحرخیز باش تا کامروا شوی!» نشان از اهمیت و ارزش بالای سحرخیزی است؛ زیرا افراد با انجام این عمل می‌توانند بیشترین بهره‌وری را از روزشان داشته باشند. صبح زود بیدار شدن تنها یک عمل ساده نیست بلکه یک عادت خوب است که منجر به انجام امور در اسرع وقت می‌شود. «رابین شارما»، نویسنده و روانشناس حوزه‌ی موفقیت با اشراف بر اهمیت این موضوع راهکارهای ساده و عملی که به سحرخیزی کمک می‌کند را در کتاب «باشگاه پنج صبحی‌ها» گردآوری کرده است. این اثر روایت اهمیت سحرخیزی در قالب داستان برای افرادی است که در پی فاکتورهای موفقیت هستند.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/93158_24024_normal.jpg
11,اثر مرکب,دارن هاردی,اکبر عباسی  ،                                                                                                             شاهین بیات,"۱۶,۹۰۰ ", نسل نواندیش," ۳۴,۹۰۰ ",۱۳۹۴/۱۰/۱۵, فارسی," 2.48 
                        "," ۲۴۸ 
                            ",978-964-236-684-2,"
                                     آیا به دنبال کسب موفقیت هستید؟
می‌خواهید موفق‌تر از امروز باشید؟
حتی موفق‌تر از آن‌که تا به حال تصورش را هم نکرده بودید؟
موضوع کتاب همین است.

تصمیمات شما سرنوشت‌تان را رقم می‎زنند. سرنوشت، چیزی است که خودتان آن را می‎سازید. تصمیمات کوچک روزانه‌تان، شما را به‌سمت زندگی‌ای که به دنبالش هستید یا به‌سمت فاجعه سوق می‌دهد.همین تصمیمات کوچک، زندگی ما را شکل می‌دهند. کافیست تنها دو میلی‌متر از مسیر حرکت‌تان خارج شوید، آن وقت مسیر زندگی‌تان به‌کلی تغییر خواهد کرد. چیزی که به‌ظاهر خیلی کوچک به نظر می‌رسید، حال می‌تواند تبدیل به اشتباهی بزرگ شود. 
همان‌طور که دو میلی‌متر اشتباه محاسباتی باعث می‌شود به کل دچار تغییر مسیر در زندگی‎تان شوید، تنها دو میلی‌متر تصحیح مسیر می‌تواند شما را به مقصد برساند. نکته مهم، پیدا کردن یک طرح و برنامه است؛ یک راهنما و نقشه که به شما نشان دهد مقصد کجاست؛ نقشه‌ای که به شما نشان دهد چگونه به آن‌جا برسید و چگونه در مسیر باقی بمانید.
این کتاب، همان نقشه جامع و ملموس است. اجازه دهید این کتاب، انتظارات شما را تغییر دهد، فرضیات قبلی شما را پاک کند، حس کنجکاوی‌تان را بر‌انگیزد و به زندگی شما ارزش دهد.                                                                    ",انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/65580_62464_normal.jpg
12,۹ مرد موفق، ۹۰ رمز موفقیت,"
 
                                                                                            
گروه نویسندگان ",None,None,شبکه,None,۱۳۹۵/۰۹/۰۹, فارسی," 0.45 
                        "," ۵۹ 
                            ",None,"
                                     ۹ مرد موفق، ۹۰ رمز موفقیت: برترین کارآفرینان جهان چگونه می‌اندیشند؟
۱۰ رمز موفقیت کارآفرینان از زبان ثروتمندترین مرد دنیا
۱۰ رمز موفقیت کارآفرینان از زبان میلیاردر تغییردهنده جهان
۱۰ رمز موفقیت کارآفرینان از زبان جوان‌ترین میلیاردردنیا
۱۰ رمز موفقیت کارآفرینان از زبان بنیان‌گذار سایت آمازون 
۱۰ رمز موفقیت کارآفرینان از زبان مدیرعامل شرکت اپل                                                                    ",کتاب‌های رایگان ,https://newcdn.fidibo.com/images/books/64156_11157_normal.jpg
13,هنر شفاف اندیشیدن,رولف دوبلی,بهزاد توکلی نیشابوری  ،                                                                                                             عادل فردوسی‌پور  ،                                                                                                             علی شهروز ستوده,"۴۵,۵۰۰ ", چشمه," ۹۸,۰۰۰ ",۱۳۹۴/۰۷/۰۱, فارسی," 1.99 
                        "," ۳۲۵ 
                            ",978-600-229-522-4,«هنر شفاف اندیشیدن» اثر متفکر و کارآفرین جهانی «رولف دوبلی»، نگاهی شفاف بر استدلال‌‌های ذهنی انسان است.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/98210_37232_normal.jpg
14,انسان در جستجوی معنی,ويكتور فرانكل,مهين ميلانی  ،                                                                                                             نهضت صالحيان,"۱۳,۰۰۰ ", درسا," ۳۲,۰۰۰ ",۱۳۹۴/۰۱/۱۵, فارسی," 1.08 
                        "," ۲۵۵ 
                            ",978-964-6104-26-6,چند سال پیش یک نظرخواهی عمومی در فرانسه صورت گرفت و نتیجه نشان داد 89% از شرکت‌کنندگان معتقدند انسان «چیزی» لازم دارد که بخاطر آن زندگی کند و 61% درصد تاکید کردند کسی یا چیزی در زندگی آن‌ها هست که حاضرند به خاطرش بمیرند. دکتر ویکتور فرانکل بعد از مشاهده‌ی این نتیجه، نظرخواهی مشابهی را در دفترش و میان مراجعانش انجام داد و دوباره به همان نتایج دست یافت. کتاب انسان در جست‌وجوی معنی، داستان زندگی دکتر ویکتور فرانکل برای پیداکردن این معنا در زندگی بود.,روانکاوی,https://newcdn.fidibo.com/images/books/5335_24125_normal.jpg
15,بنویس تا اتفاق بیفتد,هنریت آن‌کلاوسر,جهان قطب‌شاهی  ،                                                                                                             ندا رشیدی,"۱۴,۰۰۰ ", کتیبه پارسی," ۳۲,۰۰۰ ",۱۳۹۶/۰۱/۱۵, فارسی," 1.24 
                        "," ۲۳۲ 
                            ",978-600-9489-2-6,"
                                    فرقی نمی‌کند که شما چه می‌خواهید، اهمیتی ندارد خواسته‌ی شما یک ویلا در شمال کشور باشد و یا داشتن یک دوچرخه یا موتورسیکلت. هیچ‌کسی با هیچ قدرت و مقامی نمی‌تواند بیان کند که آرزوی شما ناچیز و آرزوی شخص دیگری از درجه و اعتبار و ارزش بالاتری برخوردار است.
آرزوی داشتن نمره‌ی بیست برای یک دانش‌آموز همان‌قدر مهم و ارزشمند است که آرزوی ثروتمند شدن برای یک انسان بالغ. با هر سن‌، طرز تفکر و خواسته‌ای که دارید‌، شما را دعوت می‌کنم به ضیافت کلمات بنشیند و خود نیز میزبان کلماتِ ذهن پر آرزوی خود باشید.
اگر اهل نوشتن هستید، اگر اهل دفتر خاطرات یا یادداشت‌های روزانه یا حتی تلقین هستید، نصف راه را رفته‌اید و اگر نه حتما روش‌های «آن کلاوسر» را بیازماید. مطمئناً یکی از چندین روش دوستان آن کلاوسر، با ذهن و قلب شما ارتباط برقرار خواهد کرد.                                                                    ",انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/70732_61307_normal.jpg
16,مثل یک مرد فکر کن,استیو هاروی,مهراوه فیروز,"۱۲,۰۰۰ ", البرز," ۳۵,۰۰۰ ",۱۳۸۸/۰۷/۱۵, فارسی," 0.83 
                        "," ۱۶۱ 
                            ",978-964-442-661-2,هیچ‌چیز در این سیاره نمی‌تواند با عشق یک زن مقایسه شود. مهربانی و دلسوزی، صبوری و سخاوت بی‌قیدوشرط مشخصه‌های بارز زنی است که می‌خواهد رابطه‌ی خود را شروع و آن را با عشق و علاقه حفظ کند؛ اما گاهی زنان علت بعضی رفتارهای مردان را نمی‌دانند و آن‌ها را نوعی بی‌احترامی تلقی می‌کنند. استیو هاروی کمدین معروف آمریکایی در کتاب مثل یک مرد فکر کن مثل یک زن رفتار کن  با زبان شیرین و طنز خاص خود از حقایق و تجربیات شخصی‌اش استفاده کرده تا به زنان کمک کند که بدانند آقایان هنگام رابطه، صمیمیت و عشق چطور فکر می‌کنند. این کتاب تا مدت‌ها در فهرست پرفروش‌های نیویورک‌تامیز قرار داشت و به زنان زیادی در سراسر جهان کمک کرده است تا مشکلات رابطه‌شان را حل کنند.,سبک زندگی,https://newcdn.fidibo.com/images/books/4292_39439_normal.jpg
17,زندگیتان را در هفت روز تغییر دهید,پل مک‌کنا,مهدی قراچه‌داغی,"۱۶,۰۰۰ ", قطره,None,۱۳۸۴/۱۰/۱۵, فارسی," 1.27 
                        "," ۲۱۲ 
                            ",964-341-436-1,"
                                     «اندیشه خوب یا بد وقتی پر دوام شد تأثیر خود را بر جای می‌گذارد. انسان نمی‌تواند مستقیما شرایط خود را انتخاب کند، اما می‌تواند اندیشه‌های خود را انتخاب کند. این‌گونه به‌طور غیر مستقیم، اما به‌شکل مطمئن شرایط خود را رقم می‌زند.»
جیمزآلن                                                                    ",سبک زندگی,https://newcdn.fidibo.com/images/books/1508_65798_normal.jpg
18,راز,راندا برن,نفيسه معتكف,"۳۵,۰۰۰ ", لیوسا," ۷۵,۰۰۰ ",۱۳۹۰/۱۰/۱۵, فارسی," 1.56 
                        "," ۲۱۵ 
                            ",978-600-5138-52-8,راز نام کتابی به قلم راندا برن است و احتمالاً شما هم نام آن را شنیده‌اید. کتابی که در باب قانون جذب و رسیدن به آرزوها و اهداف شما راهنمایی‌تان می‌کند. کتابی که در سال 2006 به‌عنوان پرفروش‌ترین کتاب تابستان و پاییز سال شناخته شد و مخاطبین بسیاری داشت. کتاب راز در حقیقت برگرفته از مستندی به همین نام است و در سراسر این مستند به اهمیت قانون جذب اشاره می‌شود. قدرتی که دررسیدن افراد به آرزوهایشان کمک می‌کند و در بحث ارادۀ آزاد انسان در تعیین سرنوشت وی است.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/5348_87181_normal.jpg
19,تو نمی‌توانی روزم را خراب کنی,آلن کلاین,نفیسه معتکف,"۳۷,۰۰۰ ", لیوسا," ۶۹,۰۰۰ ",۱۳۹۷/۰۱/۱۵, فارسی," 1.67 
                        "," ۳۱۲ 
                            ",978-600-340-073-3,زندگی هر روز مملو از شرایط مختلف و سخت است که می‌تواند انسان را به سمت مارپیچ و گودال ناراحتی و ناامیدی‌ها هدایت کند. اما این خود افراد هستند که می‌توانند به این شرایط اجازه دهند تا خوشحالی و آرامش روانی‌شان را از آن‌ها بگیرد یا هرگز چنین اجازه‌ای به آن ها ندهند. آلن کلاین در کتاب تو نمی‌توانی روزم را خراب کنی راهکارهایی را ارائه می‌دهد که کمک می‌کند با شوخ‌طبعی از مشکلات روزمره‌مان عبور کنیم و به بهترین شکل زندگی کنیم تا رسیدن به قله آرامش برایمان هموار شود.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/82956_20992_normal.jpg
20,چهار اثر فلورانس اسکاول شین,فلورانس اسکاول شین,گیتی خوشدل,"۳۵,۰۰۰ ", پیکان," ۹۵,۰۰۰ ",۱۳۸۶/۱۰/۱۵, فارسی," 1.8 
                        "," ۳۶۱ 
                            ",964-328-337-2,به راستی برای دستیابی به موفقیت و داشتن زندگی آرام به چه چیزهایی نیاز داریم؟ ممکن است ما در زندگی خود تلاش بسیاری کنیم تا موفق باشیم. اما موفقیت چیست؟ آیا بهره مندی از ثروت فراوان را می‌توان خوشبختی نامید؟  خلاصه کتاب چهار اثر فلورانس این است  که خوشبختی بیش از هر چیز یک مولفه ذهنی است. شما هنگامی خوشبختید  که در ذهن تان از خود رضایت داشته باشید.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/93806_68581_normal.jpg
21,زن‌ها مردها را از دست می‌دهند،چرا,جس مک,مهراوه فیروز,"۱۴,۰۰۰ ", البرز," ۳۰,۰۰۰ ",۱۳۹۵/۰۷/۱۵, فارسی," 0.89 
                        "," ۱۸۴ 
                            ",978-964-442-733-6,ازدواج کردن در دنیای امروز کار ساده‌ای نیست چرا که پیدا کردن فردی ایده‌آل در زندگی و شناخت ویژگی‌ها و پیچیدگی‌های درونی او امری است زمان‌بر و نیازمند توجه و دقت. اگر تا به حال از خودتان پرسیده‌اید که چطور می توانید همسر آینده‌تان را پیدا کنید با خواندن کتاب زن‌ها مردها را از دست می‌دهند،چرا؟ و یادگیری دستورالعمل‌های گام به گام آن می‌توانید به هدفتان برسید. استراتژیهای جس مک کان در این کتاب بسیار کاربردیاند و همه‌ی زنهای دنیا میتوانند با استفاده از این نکات مرد ایدهآل خود را ملاقات کنند.,روابط خانوادگی,https://newcdn.fidibo.com/images/books/64024_19148_normal.jpg
22,پاکسازی ذهن برای موفق‌شدن در زندگی,"استیو اسکات  ،                                                                                             
بری داونپرت",شادی حسن‌پور,"۵,۰۰۰ ", نگاه نوین," ۳۰,۰۰۰ ",۱۳۹۶/۱۰/۱۵, فارسی," 0.98 
                        "," ۲۰۰ 
                            ",978-600-97042-9-3,ما همیشه نگران شغل، فرزند و همسر، سلامت، اقتصاد، روابط، ظاهر شخصی، نظر افراد در مورد خودمان، جنگ، سیاست، دردهای گذشته و آینده و بسیاری از مسائل دیگر هستیم. این افکار باعث استرس و بهم ریختگی ذهن ما می‌شود. برای داشتن آرامش در زندگی و ذهنی آسوده، اول ‌از همه باید فکر و خیال‌های منفی‌مان را بشناسیم و بدانیم که چرا این افکار وارد ذهن ما شده است سپس، آن‌ها را از ذهن‌مان پاک کنیم. در کتاب پاکسازی ذهن، با تأثیر افکار منفی و مثبت بر روی سلامت جسم و روح‌مان و مهارت ساماندهی و مدیریت ذهن آشنا می‌شویم.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/84009_41340_normal.jpg
23,صبح جادویی,هال الرود,لطیف احمدپور,"۱۵,۰۰۰ ",نوآوران سینا," ۳۰,۰۰۰ ",۱۳۹۶/۰۱/۱۵, فارسی," 2 
                        "," ۲۱۶ 
                            ",978-600-8534-02-0,تجربه‌ی نزدیک به مرگ، اتفاقی است که هر فرد به شکل متفاوتی با آن مواجه می‌شود. اما نقطه اشتراک این افراد تحولی است که در ذهن، روان و روند زندگی‌شان ایجاد می‌شود. گاهی این تحول به تغییرات فردی محدود می‌شود و گاه در حدی ‌است که توجه جهانی را به خود جلب می‌کند. هال الرود یکی از کسانی‌ست که این تجربه به نقطه عطف زندگی‌اش تبدیل شد و فعالیت‌های او در زمینه‌ی موفقیت را با افراد دیگر متمایز کرد. کتاب صبح جادویی اهمیت سحرخیزی و راه‌کارهایی برای شروع روز با تمام قدرت ذهنی و جسمی را برای مخاطب شرح می‌دهد. ,سبک زندگی,https://newcdn.fidibo.com/images/books/79101_10945_normal.jpg
24,عادت‌های اتمی,جیمز کلیر,هادی بهمنی,"۷,۵۰۰ ", نوین," ۴۵,۰۰۰ ",۱۳۹۸/۱۰/۰۱, فارسی," 2.12 
                        "," ۲۷۲ 
                            ",978-600-8738-70-1,هیچ‌کس دلش نمی‌خواهد در زندگی درجا بزند یا فرصت‌هایش را از دست بدهد اما کمتر کسی حاضر است هزینه‌های تبدیل‌شدن به فردی که روبه‌جلو حرکت می‌کند را بپردازد. ما برای تبدیل‌شدن به آدمی بهتر نیاز به عادت‌های بهتری داریم در حقیقت باید عادات بد را کنار بگذاریم و سعی کنیم رفتارهای خوب را جایگزین آن کنیم. جیمز کلیر نویسنده‌ی کتاب‌های خودیاری و روانشناسی موفقیت در کتاب عادت‌های اتمی راهی برای این کار پیش رویمان گذاشته است. راهی که نیاز به تلاش، تمرین و استمرار دارد.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/99791_82810_normal.jpg
25,روش‌های کنترل ذهن سیلوا,خوزه سيلوا,علی ‌اصغر شجاعی,"۱۹,۰۰۰ ", نقش و نگار," ۳۵,۰۰۰ ",۱۳۹۳/۰۲/۱۵, فارسی," 1.22 
                        "," ۲۰۷ 
                            ",964-7002-13-0,قطعا تا به حال این جمله به گوشتان خورده است که انسان در طول حیات خویش تنها از 10 درصد توانایی‌های ذهنی خود استفاده می‌کند و می‌تواند با فعال‌سازی بخش‌هایی از ذهن خود که در حال حاضر بلااستفاده مانده‌اند، به بینش و دانش عمیقی دست پیدا کند و قله‌های دانش را یکی پس از دیگری فتح کند. جالب است که بدانید این جمله هیچ پایه و اساس علمی ندارد و اولین بار استفاده از آن به 1890 باز‌می‌گردد، یعنی زمانی که تجهیزات و دانش امروزی برای بررسی توانمندی‌های مغزی وجود نداشت. امروزه علم بر این نظر استوار است که هر بخشی از مغز کنترل کننده و مسئول بخشی از توانایی‌های بشری است و به عبارت دیگر تمام جرم مغز در دوره‌ی عمر بشر مورد استفاده قرار می‌گیرد. کتاب روش‌های کنترل ذهن متد سیلوا نیز با همین رویکرد امروزی و مدرن تلاش دارد به مخاطب راه‌هایی را نشان دهد که بتواند از توانایی‌های عقل و ذهن خود بهره‌برداری بیشتری انجام دهد.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/5299_56435_normal.jpg
