,name,authors,translator,price,publisher,price_printed,date,language,vol,pages,isbn,description,category,cover_loc
10,پزشک نازنین,نیل سایمون,آهو خردمند,"۸,۴۰۰ ", نی," ۱۴,۰۰۰ ",۱۳۹۵/۰۱/۱۵, فارسی," 1.37 
                        "," ۹۸ 
                            ",978-964-312-877-7,کمدی باوجود اوج و فرودهای بسیاری که در طول تاریخ به خود دیده است بازندگی مردم پیوند تنگاتنگی دارد. کمدی محصول تفکر انتزاعی با به تصویر کشیدن مسائل اجتماعی با انواع مختلفش هجو آلود، دسیسه، موقعیت، خلق‌وخو، رفتار، کمدی رمانتیک و مضحکه در خدمت انسان است. کمدی گاهی مسئولیت سرگرمی مردم را دارد و گاهی کنار مردم جامعه قرار می‌گیرد و با زبانی طناز مشکلات را نقد می‌کند. «نیل سایمون»، نمایشنامه‌نویس مطرح دنیا نمایشنامه‌ی طنزآمیز «پزشک نازنین» را نگاشته است و در آن روابط انسانی در جامعه را با زبانی کمدی به تصویر کشیده است.,نمایشنامه,https://newcdn.fidibo.com/images/books/63183_83574_normal.jpg
11, کتاب فن بیان  اونجلین مچلین  فیدیبو,اونجلین مچلین,رضا شیرمرز,"۱۵,۰۰۰ ", قطره," ۲۲,۰۰۰ ",۱۳۹۴/۰۷/۱۵, فارسی," 1.87 
                        "," ۱۹۸ 
                            ",978-964-341-277-7,"
                                    کتاب «فن بیان» نوشته اونجلین مچلین است.
این کتاب، نخستین کتابِ تألیفی به زبان فارسی، در حیطه‌ی پرورش بیان است که در آن تمرینات عملی و نُت نویسی موسیقایی، محوریتِ تام دارند.
در واقع از طریق نُت نویسی ساده، محدوده های دقیق صدایی و کشیدگی آن‌ها تعیین شده و به یاری تمرینات، تئوری های موجود، جنبه‌ی عملی به خود گرفته است.
تمرینات مذکور، از جزء به کل، حرکت می کنند و ماهیتی بسط یابنده و تصاعدی دارند. نکته‌ی دیگر این‌که در کتاب حاضر از تئوری‌پردازی خودداری شده، چرا که تمرینات آن، بر اساس تئوری های بیان صحنه ای ـ به شکل فردی و گروهی ـ طراحی شده اند و برآمده از تجربیات عملی کارگاه بیان دوسالانه ای هستند که مؤلف کتاب ـ رضا شیرمرز ـ برگزار کرده است. 
این کتاب، برای بازیگران تئاتر طراحی شده است، اما بازیگران سینما، تلویزیون و رادیو هم می‌توانند از آن برای ارتقای سطح کیفی بیانشان و نیز ابعاد فیزیکی اندام صوتی‌شان استفاده کنند.
در بخشی از کتاب «فن بیان» می‌خوانیم:
«برنامه روزانه و تمرینات گرم شدن بازیگر در انتهای کتاب آمده است که علی‌رغم اختصار به هنگام دعوت از شما برای حضور در یک پروژه تئاتری یا پروژه‌های دیگر مفید است. این تمرینات، تارهای صوتی شما را گرم می‌کنند و به شما امکان می‌دهند تا رسا و نافذ سخن بگویید. برنامه روزانه بازیگر، مجموعه‌ای کامل از تمرینات بیانی است که در انتهای کتاب آمده و در واقع چکیده تمام تمرینات این کتاب را پیش رویتان می‌نهد. سعی کنید به انجام روزانه این تمرینات عادت کنید. در واقع این برنامه طوری طراحی شده است که اساسِ تکنیک‌های بیانی را تشکیل می‌دهد و پیش‌نیاز همه تمرینات طولانی مدت و منظم مذکور در این کتاب محسوب می‌شود. هر بخش از این برنامه به گونه‌ای طراحی شده که واجد اختیار انعطاف‌پذیری است و می‌توانید روز به روز یا ماه به ماه آن را با تغییرات دلخواهتان انجام بدهید. بخش‌های مربوط به وضوح بیانی و بلندخوانی را می‌توان با تمام متون ادبیات جهان اعم از نثر، شعر و درام انجام داد».                                                                    ",دور تا دور دنیا نمایشنامه,https://newcdn.fidibo.com/images/books/7359_65732_normal.jpg
12,مهمانسرای دو دنیا,اریک امانوئل اشمیت,شهلا حائری,"۹,۰۰۰ ", قطره," ۱۳,۰۰۰ ",۱۳۹۷/۱۱/۰۱, فارسی," 0.58 
                        "," ۱۲۰ 
                            ",978-964-341-679-9,ادبیات هر ملتی از سه بخش مهم و تأثیرگذار تشکیل‌شده است. شعر ، داستان و نمایشنامه این بخش‌ها هستند. برای آشنایی با ادبیات هر ملتی لازم است هر سه بخش را موردمطالعه و بررسی قرار دهیم.,نمایشنامه,https://newcdn.fidibo.com/images/books/86826_55148_normal.jpg
13,آموزش خوشنویسی با خودکار نوین تحریر,"
 
                                                                                            
آزاده رستمی  ،                                                                                             
حامد مشفق آرانی ",None,"۵۵,۰۰۰ ",موسسه فرهنگی هنری دیباگران تهران," ۷۹,۰۰۰ ",۱۳۹۷/۱۰/۱۵, فارسی," 16.14 
                        "," ۱۴۲ 
                            ",978-600-124-647-0,"
                                    آنچه در این کتاب خواهدی آموخت:
آموزش سرمشق از ساده به مشکل
قابل استفاده در مدارس و مراکز هنری
مناسب رده های سنی و سطوح مختلف
نخستین کتاب با محتوای مالتی مدیا
با ابتکاری نوین در ارائه نقشینه های آموزش
امکان رسم خط و دریافت رفع اشکال استاد                                                                    ",آموزش,https://newcdn.fidibo.com/images/books/88818_61588_normal.jpg
14,هملت,ویلیام شکسپیر,آرش خیرآبادی,"۱۰,۰۰۰ ", نمایش," ۲۰,۰۰۰ ",۱۳۹۰/۰۱/۱۵, فارسی," 1.51 
                        "," ۲۰۸ 
                            ",978-600-5765-13-7,نمایشنامه‌ی هملت شاید مهم‌ترین نمایشنامه‌‌ی ویلیام شکسپیر باشد. او این نمایشنامه را در سال 1602 نوشت و این نمایشنامه بلند‌ترین نمایشنامه‌ی شکسپیر شناخته می‌شود. نمایشنامه‌ی هملت یکی از مهم‌ترین نمایشنامه‌هایی است که در تاریخ ادبیات جهان نوشته شده است. این نمایشنامه تا امروز بارها به روی صحنه رفته است و اقتباس‌های هنری و ادبی زیادی از آن شده است. نمایشنامه‌ی هملت امروزه در مهم‌ترین دانشگاه‌های جهان تدریس می‌شوند و تا امروز نقد‌های مختلفی بر روی آن صورت گرفته است. اعتبار نمایشنامه‌ی هملت از تعداد ترجمه‌هایی که به زبان‌های مختلف شده است، آشکار می‌شود؛ این کتاب تاکنون به بیش از صد زبان دنیا ترجمه شده است و در فهرست کتاب‌هایی که به بیشترین زبان‌های دنیا ترجمه شده، قرار دارد.,نمایشنامه,https://newcdn.fidibo.com/images/books/4772_58499_normal.jpg
15,وودی آلن,"
 
                                                                                            
علیرضا برادران ",None,None, آفرینش کتاب الکترونیک فیروزان (فیدیبو),None,۱۳۹۶/۰۴/۲۴, فارسی," 0.75 
                        ","  
                            ",None,"
                                     از آن دست فیلم‌سازانی است که علاوه بر کارگردانی، خودشان می‌نویسند و خودشان هم بازی می‌کنند. او کارش را با استند‌آپ کمدی شروع کرد و تا حالا که بیش از ۸۰ سال دارد هیچ‌گاه سعی نکرده فقط پشت دوربین بماند و همیشه وسط صحنه بوده؛ در ادامه با زندگی‌نامه‌ی «وودی آلن» (Woody Allen) یکی از به‌نام‌ترین کارگردانان عصر حاضر، همراه دیجی‌کالا مگ باشید.                                                                    ",دور تا دور دنیا نمایشنامه,https://newcdn.fidibo.com/images/books/68137_21445_normal.jpg
16,چگونه بهترین بازیگر جهان شوم,"
 
                                                                                            
سامی صالحی ثابت ",None,"۱۵,۰۰۰ ", قطره," ۳۰,۰۰۰ ",۱۳۹۶/۱۰/۱۵, فارسی," 1.67 
                        "," ۲۰۲ 
                            ",978-600-119-974-5,"
                                     این کتاب در قدم نخست و اولویت اول برای کودکان و نوجوانان یازده تا هفده ساله نگاشته شده است. کودکان و نوجوانانی که تازه نیت کرده می‌خواهند بازیگری را یاد بگیرند. به همین دلیل ادبیات کتاب متناسب با این رده‌ی سنی در نظر گرفته شده است. سعی شده در حد امکان جملات و اصطلاحات فنی و تخصصی به شکلی مناسب برای این رده‌ی سنی توضیح و شرح داده شود. با وجود این و بنا به تجربه‌ی نگارنده در کار عملی با کودکان و نوجوانان، سطح ادبیات کتاب از سطح رایج این رده‌ی سنی بالاتر در نظر گرفته شده است. 
 کتاب حاضر با اطمینان خاطر به افراد ذیل پیشنهاد می‌شود:
 جوانان و دانشجویان بالای هجده سال که در حال گذراندن دوره‌های آموزشی تخصصی و آکادمیک در زمینه‌ی بازیگری هستند وحرفه‌ای‌ها و آماتورهایی که در سینما، رادیو، تئاتر و تلویزیون مشغول به بازیگری هستند. 
 معلمین و دوستداران آموزش بازیگری به کودکان و نوجوانان.                                                                    ",دور تا دور دنیا نمایشنامه,https://newcdn.fidibo.com/images/books/79111_66943_normal.jpg
17,هنر همچون درمان,"آلن دوباتن  ،                                                                                             
جان آرمسترانگ",مهرناز مصباح,"۲۴,۰۰۰ ", چشمه," ۴۰,۰۰۰ ",۱۳۹۵/۰۱/۱۵, فارسی," 8.01 
                        "," ۲۵۲ 
                            ",978-600-229-615-3,از نخستین روزهای تاریخ، انسان‌ها برای برقراری ارتباط از هنر نقاشی استفاده می‌کردند. اما فیلسوفان سه‌گانه یونان باستان با هنر مخالف بودند زیرا آن را تقلیدی از تقلید جهان عالی می‎دانستند. از آن پس نقش هنر در زندگی مهم شد و مردم با دقت بیشتری به این موضوع نگاه می‌کردند. در نهایت در دوران رنسانس هنر به ویژه در ایتالیا به اوج خودش رسید. از قرن هجدهم به بعد نقش هنر در زندگی مردم تنها برای زیبایی بصری نبود بلکه خواص درمانی هم پیدا کرده بود. این کتاب داستان تاثیر درمانی هنر است.,هنر,https://newcdn.fidibo.com/images/books/65255_71504_normal.jpg
18,باغ آلبالو,آنتوان چخوف,سیمین دانشور,"۸,۰۰۰ ", قطره," ۱۷,۰۰۰ ",۱۴۰۰/۰۲/۲۶, فارسی," 0.57 
                        "," ۹۴ 
                            ",978-964-341-248-7,در ابتدای قرن بیستم میلادی، جامعه روسیه در شرف تحولات گسترده‌ای قرار داشت. خانواده تزارها و اشراف‌زادگان دیگر در بین مردم مقبولیت خاصی نداشتند و جوانان مخالف آن‌ها هر روز برای گرفتن حق خود متحدتر می‌شدند. در سال 1905 بالاخره اعتراضات گسترده مردم نتیجه داد و حکومت تزارها به حکومت مشروطه تبدیل شد. در آن دوران، نظام طبقاتی جامعه روسیه دگرگون شد. طبقه اشرافیت در آستانه فروپاشی قرار گرفته بود، برده‌های بی جیره و مواجب بعد از قرارداد سال 1860 دیگر آزاد شده بودند و می‌توانستند پیشرفت کنند. همچنین، نسل جدیدی از سرمایه‌داران ظهور کردند که اجداد اشرافی نداشتند و با تلاش خود سرمایه‌ای را اندوخته بودند. تفاوت این نسل از سرمایه‌داران با طبقه اشرافیت گذشته در این بود که آن‌ها همواره به آینده و پیشرفت دلبسته بودند تا گذشته خود را کم رنگ‌تر کنند. برخلاف نسل جدید سرمایه‌داران، طبقه اشرافی در گذشته خود و به یاد شکوه روزهای قبل زندگی می‌کرد. آنتوان چخوف در نمایشنامه باغ آلبالو به خوبی جامعه آن سال‌های روسیه را به نمایش می‌گذارد.,نمایشنامه,https://newcdn.fidibo.com/images/books/7315_32620_normal.jpg
19,نوای اسرارآمیز,اریک امانوئل اشمیت,شهلا حائری,"۷,۰۰۰ ", قطره," ۱۴,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 0.54 
                        "," ۹۶ 
                            ",978-964-341-569-3,خواندن نمایشنامه در کنار داستان و شعر مجموعه‌ای کامل از تنوع ادبی را در اختیار علاقه‌مندان به روایت و روایت خوانی قرار می‌دهد. نمایشنامه شمال گفت‌وگوهای شخصیت‌هاست که با توضیحات کوتاه برای توصیف صحنه فضایی نمایشی به دور از توضیحات اضافه و طولانی دارد. همین مورد می‌تواند برای افرادی که به خواندن توصیف‌های زیاد علاقه ندارند عاملی برای جذب شدن به نمایشنامه خوانی باشد. اریک امانوئل اشمیت یکی از نویسندگانی است که نمایشنامه‌های او بهترین گزینه برای شروع و علاقه‌مند شدن به نمایشنامه است. نمایشنامه‌هایی که ویژگی مشترک بین آن‌ها غافلگیری و حیرت‌انگیزی خواننده است. نمایشنامه نوای اسرارآمیز نوشته‌ی اشمیت قصه‌ای پرشور با پایانی عجیب و متفاوت دارد.,دور تا دور دنیا نمایشنامه,https://newcdn.fidibo.com/images/books/68083_91693_normal.jpg
20,هنر مدرن,نوربرت لينتن,علی رامين,"۱۲۰,۰۰۰ ", نی," ۳۰۰,۰۰۰ ",۱۳۸۲/۱۰/۰۱, فارسی," 28.02 
                        "," ۵۱۸ 
                            ",964-312-667-6,"
                                    نوربرت لینتُن یکی از مورخان، استادان و منتقدان برجسته‌ی هنر مدرن در انگلستان است که همواره تماس نزدیکی با جامعه‌ی هنری و هنرمندان کشورهای مختلف جهان داشته است. او سال‌ها در دانشگاه‌های گوناگون انگلستان به تدریس تاریخ و نقد هنر اشتغال داشته و چندین سال مدیریت نمایشگاه‌های شورای هنر بریتانیای کبیر را عهده‌دار بوده است. پروفسور لینتُن در حال حاضر استاد تاریخ هنر در دانشگاه ساسکس است. وی بیش از بیست جلد کتاب در زمینه‌ی تاریخ و نقد هنر نگاشته که اکثر آن‌ها به زبان‌های مختلف جهان ترجمه شده است.
کتاب هنر مدرن که به قلم یکی از نامدارترین محققان و منتقدان هنر در انگلستان نگاشته شده، در میان کتاب‌هایی که درباره‌ی تاریخ هنر مدرن نوشته شده‌اند از شهرت و اعتبار ویژه‌ای برخوردار است. این کتاب که از زمان نشر نخست آن در ۱۹۸۰ به‌کرات بازنگری، تجدید چاپ و به اغلب زبان‌های جهان ترجمه شده است سال‌ها یکی از مهم‌ترین منابع و مراجع مورخان، منتقدان و پژوهندگان هنر مدرن بوده است.
درباره اینکه هنر مدرن دقیقاً از چه زمانی آغاز می‌شود و کدام اثر هنری، سبک هنری، جنبش هنری یا حتی گفتمان هنری را می‌توانیم در توالی زمانی تاریخ هنر، نقطه‌ی شروع هنر مدرن بدانیم، اختلاف‌نظرهایی میان مورخان و پژوهش‌گران هنر وجود دارد. برخی معتقدند که هنر مدرن در دهه‌ی ۱۸۶۰ با نمایش تابلوی ناهار در سبزه‌زار اثر ادوار مانه در سالن مردودهای پاریس آغاز می‌شود و تا دهه‌ی ۱۹۷۰ ادامه می‌یابد. برخی دیگر هنر مدرن را حدوداً هنر قرن بیستم می‌دانند و سال ۱۹۰۵، یعنی زمان گشایش نمایشگاه فووْها در سالن پاییز در پاریس را نقطه‌ی عزیمت خود قرار می‌دهند.
نوربرت لینتُن مؤلف کتاب حاضر ضمن آن‌که بر دهه‌ی نخست قرن بیستم به‌عنوان سال‌های آغازین شکل‌گیری هنر مدرن تکیه می‌کند بر کار چند هنرمند برجسته‌ی دهه‌های پایانی قرن نوزدهم به‌عنوان پیام‌آوران و زمینه‌سازان هنر مدرن نظر می‌افکند. بحث اصلی کتاب با توصیف و تحلیل جنبش‌های بزرگ قرن بیستم همچون فُوویسم، کوبیسم، فوتوریسم، اکسپرسیونیسم آغاز می‌گردد و با بررسی ژرف‌کاوانه، دیگر مکاتب مختلف هنر قرن بیستم ازجمله سوپره‌ماتیسم، کنستروکتیویسم، دادا و سوررئالیسم، رئالیسم سوسیالیستی، اکسپرسیونیسم انتزاعی، پاپ‌آپ، مینیمال آرت، هنر مفهومی و جز این‌ها دنبال می‌شود. تشریح و تحلیل شرایط تاریخی و اجتماعی شکل‌گیری و تحول هنر مدرن از برجسته‌ترین ویژگی‌های کتاب حاضر است.                                                                    ",تاریخ هنر,https://newcdn.fidibo.com/images/books/100138_82192_normal.jpg
21,مکبث,ویلیام شکسپیر,عبدالرحیم احمدی,"۱۵,۰۰۰ ", قطره," ۳۰,۰۰۰ ",۱۳۹۵/۰۱/۱۵, فارسی," 1.66 
                        "," ۲۰۸ 
                            ",978-600-119-496-2,به باور بسیاری از منتقدان، ویلیام شکسپیر مهم‌ترین شاعر، نمایش‌نامه‌نویس و نویسنده انگلیسی‌زبان جهان است. او تحول عظیمی در نمایش‌نامه نویسی ایجاد کرد و به همین دلیل وی را پدر نمایش‌نامه‌نویسی انگلستان می‌دانند. نمایشنامه‌های او به  تراژدی، کمدی و نمایشنامه تقسیم می‌شوند.سبک نویسندگی شکسپیر به مکتب کلاسیسم تعلق دارد. این مکتب در قرون 16 و 17 در اروپا طرفدار یافت، پیروان این مکتب، آثار ادبی خود را با الهام از یونان و روم باستان می‌آفریدند، طرفداران این مکتب تلاش میکنند تا در آثار خود هارمونی، تعادل، هماهنگی و زیبایی را به وجود بیاورند. الهام گرفتن آن‌ها از گذشته به این معناست که همه چیزهای لازم گفته شده‌اند، حرف جدیدی وجود ندارد ولی آن حرف‌‌های قدیمی درک نشده‌اند، طبیعت منبع اساسی الهام نویسندگان متعلق به این مکتب است. در حال حاضر ابیش از 40 اثر ادبی از شکسپیر وجود دارد. بسیاری از منتقدان ادبی با نوشتن مقاله‌های گونانون به تحلیل آثار شکسپیر پرداخته‌اند و تعداد کثیری از نویسندگان، نوشته‌های او را الهام‌بخش می‌دانند. بدون تردید شکسپیر یکی از قله‌های ادبیات جهان به شمار می‌آید.,نمایشنامه,https://newcdn.fidibo.com/images/books/62300_22733_normal.jpg
22,تئوری رنگ,خوزه م. پارامون,زهرا قدرتی  ،                                                                                                             عربعلی شروه,"۱۰,۰۰۰ ", شباهنگ,None,۱۳۹۲/۱۰/۱۵, فارسی," 29.27 
                        "," ۱۱۱ 
                            ",978-600-130-176-9,"
                                    
برای هنرمند، تمامی تئوری‌های رنگ در این عبارت خلاصه می‌شود:  «با ترکیب سه رنگِ زرد، آبی و ماژنتا (کریمسون) می‌توانید تمام رنگ‌هایی که در طبیعت وجود دارند را بسازید.» این واقعیتی است که شما می‌دانید و شاید آن را آزموده باشید. اما دلیل آن چیست؟ چرا سه رنگ و فقط این سه رنگِ خاص؟ چرا موز زرد، گوجه فرنگی قرمز، و دریا آبی است؟ جواب این سؤالات را می‌توانید در فصل اول این کتاب - تئوری رنگ - پیدا کنید. روش نقاشی فوویست‌ها؛ گام‌های رنگ مورد استفادة ویلارد؛ دلیل این‌که دلاکروا گفت می‌تواند «زیبایی بی‌نظیر بدن برهنة ونوس را با رنگِ گِل نقاشی کند» نشان می‌دهد که مجاز به استفاده از رنگ زمینه بوده است ... همة این‌ها را می‌توان با دانستن استدلال نهفته در تئوری رنگ بهتر درک کرد.                                                                     ",نقاشی,https://newcdn.fidibo.com/images/books/4630_88526_normal.jpg
