,name,authors,translator,broadcaster,price,publisher,date,language,vol,description,category,cover_loc
10,پادکست پرچم سفید,پرچم سفید,None,احسان طریقت,None,پرچم سفید,۱۳۹۷/۰۹/۲۸, فارسی," 74.44 
                        ","
                                    طمع رایش سوم به گسترش قلمرو آلمان به اندیشه کشورگشایی‌هایی منجر شد که میلیون‌ها انسان را به کام مرگ و آوارگی کشاند. این طمع در کنار عدم ترس کشورهای بزرگ از درگیر شدن با آلمان، زمینه‌‌های نبرد بزرگ را فراهم کرد.

منابع:
- ظهور و سقوط رایش سوم، نوشته ویلیام شایرر، ترجمه کاوه دهگان
- آدولف هیتلر (چگونه هیتلر به قدرت رسید و نابود شد)، نوشته پیتر بوروسکی، ترجمه داریوش صادقی‌پور
- امپراتوری هیتلر، نوشته گیل بی.استورات، ترجمه مهدی حقیقت‌خواه                                                                    ",پرچم سفید,https://newcdn.fidibo.com/images/books/85924_14211_normal.jpg
11, نیایش چرنوبیل,سوتلانا آلکساندرونا الکسیویچ,الهام کامرانی,اطهر کلانتری,"۵۲,۰۰۰ ",رادیو گوشه,۱۳۹۹/۰۵/۰۴, فارسی," 771.45 
                        ",فاجعه‌ی اتمی چرنوبیل در سحرگاه 26 آپریل سال 1986 در نیروگاه هسته‌ای با همین نام به وقوع پیوست و عواقب جبران ناپذیری را به جا گذاشت. بسیاری از سیاستمداران بالارده‌ی حزب کمونیسم، حزب حاکم بر شوروی دهه‌ی هشتاد تلاش کردند جنبه‌های بسیار مهم این واقعه را از پیش چشم جهان مخفی نگاه دارند. سوتلانا آلکساندرونا الکسیویچ حدود 10 سال پس از رخداد این ماجرا به سراغ بازماندگان این حادثه‌ی تلخ رفته و روایت‌های آنان را کتاب «نیایش چرنوبیل» بازگو می‌کند., تاریخ جهان,https://newcdn.fidibo.com/images/books/100469_34045_normal.jpg
12, جنگ جهانی اول,رابرت گرین,مهدی حقیقت خواه,اکرم پریمون,"۳۱,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 218.9 
                        ",کتاب جنگ جهانی اول مجلد 61 از مجموعه کتاب‌های تاریخ منتشر شده توسط انتشارات ققنوس است که به همت گروه فرهنگی آوانامه نسخه‌ی صوتی آن در اختیار علاقه‌مندان قرارگرفته و در اپلیکیشن فیدیبو عرضه شده است. نسخه‌ی انگلیسی این کتاب با نام World War I در سال 2008 برای اولین بار به چاپ رسید. این کتاب تاریخچه‌ی عمومی مناسبی را برای مطالعه‌ی کلی در رابطه با موضوع جنگ جهانی اول در اختیار مخاطب قرار می‌دهد. این کتاب تاثیر جنگ جهانی اول در تمام جوامع درگیر را مورد بررسی قرار داده و گزارش کرده است. نبرد‌ها، شخصیت‌ها و رخداد‌های مهم جنگ جهانی اول محتوای کلی این کتاب را تشکیل می‌دهند.,تاریخ,https://newcdn.fidibo.com/images/books/84247_38510_normal.jpg
13, بامداد اسلام,عبدالحسین زرین‌کوب,None,احمد گنجی,"۳۶,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 488.91 
                        ",‌«بخوان! بخوان به نام پروردگارت!» ,تاریخ,https://newcdn.fidibo.com/images/books/84258_86759_normal.jpg
14, شاه اسماعیل صفوی و تغییر مذهب,بهزاد کریمی,None,اکرم پریمون,"۳۱,۰۰۰ ",آوانامه,۱۳۹۹/۰۲/۲۷, فارسی," 264.32 
                        ","
                                    با توجه به نام کتاب «شاه اسماعیل صفوی و تغییر مذهب» شاید به‌طور ناخودآگاه ذهن انسان کمی دچار انحراف شود؛ اما در واقع از دستاوردهای مهم این حکومت، وحدت اسلامی این دوران بوده است. شاه اسماعیل در جهت گسترش مذهب تشیع در ایران و دورانی که اغلب مردم آن، با مذهب تسنن خو گرفته و به انجام فریضه‌هایش می‌پرداختند؛ هم از لحاظ سیاسی و هم از لحاظ نظامی می‌بایست بر مخالفان خود فائق می‌آمد و علاوه بر آن، این‌که می‌بایست ایدئولوژی مذهب شیعه را پخش می‌کرد کاری بس سخت و دشوار بود.

شاه اسماعیل صفوی و حکومتشان
در این‌که مذهب تشیع با استناد به شواهد و مدارک یک مذهب ریشه‌دار و با قدمت است هیچ‌گونه ابهامی نیست. اما از آنجایی که صفویان دارای حکومتی خشن و استبدادی بودند و شاه اسماعیل نیز از این قاعده مستثنی نبوده گاهی عقیده و باور شنونده کتاب بر این می‌شود که شاید مذهب تشیع به‎صورت اجباری به مردم آن زمان تحمیل شده است. اما با کمی کاوش به شواهدی می‌رسیم که علاوه بر رد این نظریه، خلاف آن نیز ثابت می‌شود. نمونه‌ای از این شواهد با وجود و مشاهده سنگ‌نوشت‌هایی با حک شدن متن ""هر کس مذهب تشییع را بپذیرد از پرداخت مالیات معاف می‌باشد"" تایید شده است. پس به‌طور قطع با وجود محاسنی که در مذهب تشیع وجود دارد نمی‌توان گفت که شاه اسماعیل صفوی به اجبار مردم ایران را به عملی مجبور کرده است. زیرا بسیاری از مردم با خرد و علم به این‌که مذهب تشیع، مذهبی کامل است به آن ایمان آوردند.

تاریخی هیجان‌انگیز
نسخه صوتی کتاب «شاه اسماعیل و تغییر مذهب» که با صدای اکرم پریمون توسط آوانامه تولید و منتشر شده، برگی از تاریخ ایران دوره‌ی صفویه و لذت شنیدن رویدادهایی تاریخی آن زمان را برای شما دو‌چندان خواهد کرد.

برشی از کتاب
به نظر می‌رسد در میان انواع تحلیل‌ها و گمانه‌زنی‌ها درباره‌ی رسمیت بخشیدن شاه اسماعیل اول صفوی به تشیع دوازده‌امامی در ایران، باید راهی میانه را برگزید و این راه به حقیقت تاریخی نزدیک‌تر است. نه می‌توان با توجه به نقص اطلاعات درباره‌ی مسائل اجتماعی و مذهبی در طول سالیان پس از ورود اسلام به ایران تا زمان ظهور صفویه با قطعیت از علاقه‌مندی توده‌های ایرانی به تشیع سخن گفت و نه می‌توان از کنار گسترش صوفیانه پس از حمله مغولان به راحتی گذشت...                                                                    ",تاریخ کهن,https://newcdn.fidibo.com/images/books/99243_64454_normal.jpg
15, به دنبال مولانا,ماهرخ دبیری,None,آرمان سلطان‌زاده,"۱۹,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 97.89 
                        ",کتاب صوتی به دنبال مولانا نوشته‌ی ماهرخ دبیری است که زندگی پربار شاعر بزرگ ایرانی جلال‌الدین مولانا را به شکل داستانی روایت می‌کند. نکته‌ی مثبت این سبک از معرفی بزرگان در این است که خوانندگان با خوانش دل‌نشین آرمان سلطان‌زاده و متن روان و شیوای قابل‌فهم رو به رو خواهند بود.,تاریخ,https://newcdn.fidibo.com/images/books/84248_33771_normal.jpg
16, آدولف هیتلر,برندا هاوگن,رضا علیزاده,آرمان سلطان‌زاده,"۱۹,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 94.52 
                        ",کتاب صوتی آدولف هیتلر یکی از مجموعه کتاب‌های سری شخصیت‌های تاثیرگذار، منتشر شده توسط انتشارات ققنوس است.,تاریخ,https://newcdn.fidibo.com/images/books/84241_19401_normal.jpg
17, محاکمات نورنبرگ,جان داونپورت,مهدی حقیقت خواه,آرمان سلطان‌زاده,"۲۶,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 181.59 
                        ",«محاکمات نورنبرگ» نام کتابی اثر «جان دانپورت» است. او در این کتاب وقایع هولناکی را که در طول جنگ جهانی دوم به دست نازی‌ها رخ داده را از زمان پایان جنگ، فرار جنایت‌کاران و انجام محاکمات در شهر نورنبرگ بیان کرده است. کتاب محاکمات نورنبرگ با ترجمه‌ی «مهدی حقیقت خواه» در سال 86 در انتشارات ققنوس منتشر شده و انتشارات آوانامه نسخه‌ی صوتی آن را با صدای «آرمان سلطان زاده» منتشر کرده است.,تاریخ,https://newcdn.fidibo.com/images/books/84503_43495_normal.jpg
18, شناخت اساطیر ایران,جان هینلز,احمد تفضلی  ،                                                                                                             ژاله آموزگار,اکرم پریمون,"۳۱,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 304.87 
                        ", ,تاریخ,https://newcdn.fidibo.com/images/books/85243_96210_normal.jpg
19, وینستون چرچیل,برندا هاوگن,مهسا ملک مرزبان,آرمان سلطان‌زاده,"۱۹,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 70.56 
                        ",وینستون چرچیل نخست وزیر بریتانیا سخنرانی خود را در مجلس عوام بریتانیا با این جملات آغاز کرد: «چیزی برایتان ندارم جز خون و اشک و عرق و کارسخت». می‌پرسید :«سیاست ما چیست؟» جواب می‌دهم: «جنگیدن در دریا، زمین و هوا، با تمام توانمان و تمام قدرتی که خدا می تواند به ما بدهد»... می‌پرسید: «هدفمان چیست؟» جوابتان را با یک کلمه می‌دهم: پیروزی، پیروزی به هر قیمتی، پیروزی با وجود وحشت، پیروزی با وجود دشوار و طولانی بودن مسیر؛ چرا که بدون پیروزی بقا امکان ندارد» او به این وسیله ندای پیروزی در جنگ جهانی دوم را سر داد. چرچیل نظامی، روزنامه‌نگار، نویسنده و سیاستمدار بود با پیروزی در جنگ جهانی دوم به یکی از چهره‌ی مهم قرن بیستم بدل شد.,تاریخ,https://newcdn.fidibo.com/images/books/83640_15867_normal.jpg
20, ظهور و سقوط اتحاد شوروی,جان آر. ماتیوز,فرید جواهرکلام,اکرم پریمون,"۳۱,۰۰۰ ",آوانامه,۱۳۹۵/۱۰/۱۵, فارسی," 247.87 
                        ",کتاب خواندنی ظهور و سقوط اتحاد شوروی نوشته‌ی جان آر. ماتیوز با بررسی علل وقوع نارضایتی‌ها و اعتراضات در روسیه آغاز می‌گردد و ریشه‌های مشکلات اجتماعی و اقتصادی را در این دوران مورد بررسی قرار می‌دهد. این کتاب مروری مختصر بر اتفاقات قرن نوزده و بیستم روسیه است و آخرین سال‌های پادشاهی تزار، روی کارآمدن دولت کمونیستی، ازهم پاشیده شدن اتحاد شوروی و سقوط کمونیسم را بازگو می‌کند. کتاب را ظهور و سقوط اتحاد شوروی فرید جواهر کلام ترجمه کرده و اکرم پریمون خوانش آن را بر عهده داشته است. , تاریخ جهان,https://newcdn.fidibo.com/images/books/85059_91587_normal.jpg
21, فراز و نشیب تاریخ ایران,اکبر احمدی,None,مسعود حکمت‌پور,"۲۴,۰۰۰ ",قوی سفید,۱۳۹۸/۰۴/۱۵, فارسی," 63.5 
                        ","
                                    پس از شکست حکومت ساسانی از سپاهیان عرب، ایران بلافاصله تسخیر نشد و ایرانیان بلافاصله مسلمان نشدند بلکه به مرور اسلام را پذیرفتند. شیوه‌ی عمل خلفای اموی به خصوص خصلت نژادپرستانه و قومیت گرایانه‌ی آنان که با آموزه‌های اسلام در تعارض بود مردم تازه مسلمان ایران را  رنجیده خاطر ساخت و این امر زمینه‌ی بروز واکنش‌هایی در ایرانیان شد و به شکل گیری جنبش های سیاسی- نظامی و اجتماعی متعددی در دوره‌ی اموی انجامید که در دوره‌ی خلفای عباسی نیز ادامه یافت و به تدریج سرداران ایرانی جویای نام و قدرت طلبی پیدا شدند که با توسل به نیروی نظامی حکومت‌هایی نیمه مستقل، یا مستقل از دستگاه خلافت تشکیل دادند. شما در این کتاب به طور خلاصه با تاریخ سیاسی و نظامی ایران و با روند شکل گیری این حکومت ها، از ورود اسلام تا انقراض مغولان، و مهمترین آنها آشنا می‌شوید.
باید توجه داشت که تاریخ تنها به چگونگی آمدن و رفتن حکومت‌ها نمی پردازد بلکه علاوه بر آن به اوضاع اجتماعی، اقتصادی، مذهبی، علمی، و هنری نیز توجه دارد. این قسمت از تاریخ که به نام تاریخ تمدن و فرهنگ می باشد اهمیت بیشتری دارد که لازمه‌ی آن آگاهی از تاریخ سیاسی و نظامی می‌باشد.                                                                    ",تاریخ کهن,https://newcdn.fidibo.com/images/books/91707_90598_normal.jpg
22, ایران دوران قاجار و برآمدن رضا خان,نیکی آر. کدی,مهدی حقیقت‌خواه,اکرم پریمون,"۳۴,۰۰۰ ",آوانامه,۱۳۹۸/۱۲/۰۳, فارسی," 348.69 
                        ","
                                    در قاره آسیا، کشور ایران، با طول جغرافیایی ۵۱ و عرض جغرافیایی ۳۵ و با تمدن ۲۵۰۰ ساله واقع شده است. این کشور پادشاهان و سلسله‌های بی‌شماری را نظاره‌گر بوده‌است. یکی از این سلسله‌ها که تاثیر به‌سزایی در تاریخ این مرز و بوم به یادگار گذاشته قاجاریه نام دارد که حدود سال ۱۱۷۴ تا ۱۳۰۴ بر ایران به مدت صد و سی سال فرمان راندند. در زمان حکومت قاجار ایران دوران پر فراز و نشیبی را پشت سر گذاشت؛ گاهی پله‌های طرقی را در نوردید و گاهی راه سقوط در پیش گرفت. نیکی آر. کدی در کتاب «ایران دوران قاجار و برآمدن رضا خان» که مهدی حقیقت‌خواه با نثری روان آن را ترجمه کرده است به شرح این برهه از تاریخ ایران می‌پردازد.

برشی از کتاب
تغییرات و آشفتگی‌های اقتصادی و اجتماعی در ایران قرن نوزدهم، که سلطه‌ی روبه‌رشد سیاسی، اقتصادی و فرهنگی کشورهای غربی، به‌ویژه روسیه و انگستان، تا حدی سبب آن بود، با سیاست‌های حکومت کوچک‌ترین تطابقی نداشت و باعث آغاز دشمنی فزاینده نسبت به حکومت و نسبت به خارجیانی که نفوذ و سلطه‌ی خود را بر ایران گسترش می‌دادند، گردید. آشفتگی‌های اقتصادی این موارد را شامل می‌شد:
-  جایگزینی کالاهای صنعتی وارداتی به جای بسیاری از محصولات دست‌ساز داخلی و در نتیجه گسترش بیکاری.
 - تبدیل کارکنان صنعت قالی‌بافی، که در غرب بازار پررونقی داشت، به کارگران مزد بگیری که اغلب با شرایط بد و دستمزد پایین مجبور به کار بودند.                                                                    ",تاریخ معاصر,https://newcdn.fidibo.com/images/books/96941_46923_normal.jpg
